"codigo","UF","municipio","indice_envelhecimento","prop_idosos","prop_menores_5_anos","razao_dependencia","razao_sexos","prop_nascidos_vivos_sem_pre_natal","prop_partos_cesarios","tx_natalidade","tx_mortalidade","tme_ap_circulatorio","tme_ap_digestivo","tme_ap_respiratorio","tme_causas_externas","tme_cerebrovasculares","tme_diabetes_melitus","tme_isquemicas_coracao","tme_neonatal_precoce","tme_neoplasias","equipes_saude","gasto_saude_per_capta","internacoes_hospitalares","leitos_sus","valor_medio_internacao","cobertura_BCG","cobertura_covid","cobertura_febreamarela","cobertura_hepatiteA","cobertura_hepatiteB","cobertura_meningococicaC","cobertura_pneumo","cobertura_polio","cobertura_rotavirus","cobertura_tetravalente","cobertura_tripliceviral","cobertura_varicela","tx_abandonovacina","ti_acidentes_animais_peconhentos","ti_dengue","ti_intoxicacao_exogena","ti_oncologia","ti_violencia_autoprovocada","prop_votos_bolsonaro","prop_votos_lula"
"290100","BA","Amargosa",60.81,16.1934229621314,6.21560198242107,55.052220429651,92.72,1.38248847926267,48.6175115207373,11.969111969112,8.74241588527303,893.546607832322,201.323772752344,292.333149476007,68.9464975179261,333.701047986762,300.606729178158,110.314396028682,11.5207373271889,278.543849972421,74.4622173193602,86.9310055157198,8.16878102592388,22.6144511858798,1062.75,87.15,87.2669608383894,76.47,84.1,83.44,83.88,87.58,83.44,83.88,13.94,97.39,89.32,32.6593897295956,537.782680639824,0,82.7357970215113,135.135135135135,204.081632653061,0.31157560770774,0.68842439229226
"290110","BA","Amélia Rodrigues",57.61,16.5382384621758,5.62598392576021,56.5268140846897,87.39,3.65853658536585,49.390243902439,6.93768771944668,6.97999069334574,427.260036380558,63.4544608485977,274.969330343923,59.2241634586911,122.678624307289,241.126951224671,16.921189559626,0,203.054274715512,76.1453530183172,60.5684948601887,4.53910909936969,8.1221709886205,1333.13,84.57,94.3398620923051,70.86,98.86,87.43,92.57,107.43,85.14,94.29,11.43,104,90.86,13.3956386292835,105.757434747663,0,29.6120817293456,207.284572105419,152.290706036634,0.197269716834493,0.802730283165507
"290115","BA","América Dourada",45.59,15.220981700469,6.79130607121623,62.466459160674,101.64,1.0752688172043,34.4086021505376,12.3146186440678,5.89247881355932,880.561440677966,112.552966101695,205.243644067797,39.7245762711864,384.004237288136,86.0699152542373,119.173728813559,0,238.347457627119,112.552966101695,79.3093663930085,7.60063559322034,20.6567796610169,1043.46,129.19,118.379237288136,78.47,84.69,96.17,96.17,99.52,98.09,93.78,30.62,103.83,111.96,20.8095238095238,622.351694915254,218.485169491525,39.7245762711864,238.347457627119,496.55720338983,0.157055837563452,0.842944162436548
"290120","BA","Anagé",87.42,21.365673401997,5.26377859894646,64.487552537989,101.38,0.518134715025907,44.0414507772021,7.58290114725758,7.03284614175703,569.69982712557,82.5082508250825,278.956467075279,47.1475719000471,133.584787050134,70.7213578500707,259.311645450259,10.3626943005181,326.104038975326,86.4372151500864,47.03728194248,2.78563570642779,15.5586987270156,1688.57,52.28,61.6061606160616,51.04,73.86,77.18,78.42,78.42,78.01,68.05,28.22,73.03,90.87,25.6410256410256,176.803394625177,23.5737859500236,11.7868929750118,90.3661794750904,11.7868929750118,0.211419643491229,0.788580356508771
"290130","BA","Andaraí",50,15.4740061162079,6.58256880733945,58.8921282798834,100.77,1.31578947368421,32.8947368421053,11.3382067730867,6.26585111144264,484.85752648068,52.2154259286886,343.129941817097,52.2154259286886,149.186931224825,231.239743398478,149.186931224825,0,208.861703714755,82.0528121736536,70.5314515888408,6.22855437863643,28.6438907951663,1121.64,71.11,61.9274951514247,51.11,60,65,62.78,68.89,66.11,59.44,0,57.22,55,23.1329690346084,484.85752648068,22.3780396837237,29.8373862449649,149.186931224825,186.483664031031,0.134832974137931,0.865167025862069
"290135","BA","Andorinha",61.34,16.1204369837463,6.07513988808953,54.7150365866227,98.97,2.9940119760479,47.9041916167665,11.1251748717607,8.92678702284991,679.501698754247,46.6324695223503,413.030444340817,33.3089068016788,99.9267204050363,153.220971287722,279.794817134102,5.98802395209581,433.015788421824,79.941376324029,56.1543308240624,3.1310372393578,17.5871027912864,1752.46,77.4,102.478182666045,62.15,67.8,93.79,82.49,86.44,94.35,85.31,32.77,64.41,85.88,33.6363636363636,399.706881620145,19.9853440810073,6.66178136033575,199.853440810073,79.941376324029,0.0973513950667206,0.902648604933279
"290140","BA","Angical",54.85,16.7346344305272,6.60501019516458,62.8364757500296,106.16,1.06382978723404,47.8723404255319,12.5559340145595,7.94763908368396,460.829493087558,233.754090696587,287.183597141521,53.4295064449342,213.718025779737,146.931142723569,53.4295064449342,15.9574468085106,327.255726975222,93.5016362786349,86.9946396847659,4.42797034662392,4.80865558004408,1964.66,91.3,89.5812462432378,93.48,98.91,107.07,102.17,105.98,107.07,101.63,16.3,110.33,112.5,23.1762917933131,467.508181393174,46.7508181393174,6.67868830561678,106.859012889868,26.7147532224671,0.213355048859935,0.786644951140065
"290150","BA","Anguera",68.86,16.7437222373312,5.3213670564772,54.2581457138862,95.83,2.04081632653061,42.8571428571429,4.44686450676105,7.44169162355931,426.53598330157,90.7523368726745,145.203738996279,127.053271621744,63.5266358108721,199.655141119884,163.354206370814,0,417.460749614303,108.902804247209,42.359419185044,3.80252291496506,6.53416825483256,1100.85,188.68,78.927307378165,137.74,137.74,162.26,164.15,152.83,158.49,124.53,30.19,139.62,139.62,18.4115523465704,136.128505309012,36.3009347490698,36.3009347490698,145.203738996279,81.677103185407,0.158956276445698,0.841043723554302
"290160","BA","Antas",83.85,18.3232436998451,5.26538082500352,52.9665123290621,100.65,1.45985401459854,45.985401459854,9.47900089946724,8.3719642980696,532.761364422611,96.8657026222929,387.462810489172,145.298553933439,269.840171590673,145.298553933439,55.3518300698817,0,304.435065384349,76.1087663460873,82.4729571715215,15.311699993081,119.559952950944,538.63,33.33,62.6790285753823,56.86,60.13,72.55,67.32,69.93,60.78,60.78,20.26,81.7,79.74,42.1965317919075,138.379575174704,41.5138725524113,20.7569362762056,200.650384003321,20.7569362762056,0.304784045026306,0.695215954973694
"290170","BA","Antônio Cardoso",50.35,15.1893055804773,6.63018123093486,59.1830905455584,94.45,0.892857142857143,54.4642857142857,9.93965211217607,6.92225772097977,337.238196663117,159.744408945687,301.739439119631,106.496272630458,97.6215832445864,115.370962016329,88.746893858715,8.92857142857143,248.491302804402,106.496272630458,43.3948961661342,3.32800851970181,0,1290.17,74.47,104.0202342918,51.06,54.61,73.76,66.67,60.28,76.6,58.87,4.26,87.23,55.32,16.9772256728778,168.619098331558,0,0,115.370962016329,97.6215832445864,0.103260276959983,0.896739723040017
